genes,moduleCol,moduleNum,Accession,Protein Name,kWithin,MMpurple,padj.MMpurple,MMmagenta,padj.MMmagenta,MMred,padj.MMred,MMbrown,padj.MMbrown,GS.DWVa,pdj.GS.DWVa,GS.ARV.2,pdj.GS.ARV.2,GS.VDV2,pdj.GS.VDV2
111254770,red,6,NW_019211454.1,uncharacterized protein LOC111254770,47.18668542852191,-0.17359908029553497,0.27680024731874525,0.6048754650164728,6.757722464722883e-7,0.9461911764368934,7.781836095968047e-31,-0.05113498543900187,0.7882935345098667,-0.040257564125304096,0.8948607755352747,-0.09144756850994495,0.7588653431803581,0.7324365154165999,3.730138602416874e-10
111249174,brown,3,NW_019211454.1,chondroadherin-like protein isoform X1,623.645196456635,-0.13781236646995432,0.405437710159852,-0.2600224461482467,0.08173719058276334,-0.06353259252332752,0.7314341299206724,0.9687454366564437,6.977367828625959e-38,0.14297024113657983,0.5762873862777856,0.8711927451302435,6.382171369215001e-19,0.11329233928462783,0.6829282968651044
111249174,brown,3,NW_019211454.1,chondroadherin-like protein isoform X2,623.645196456635,-0.13781236646995432,0.405437710159852,-0.2600224461482467,0.08173719058276334,-0.06353259252332752,0.7314341299206724,0.9687454366564437,6.977367828625959e-38,0.14297024113657983,0.5762873862777856,0.8711927451302435,6.382171369215001e-19,0.11329233928462783,0.6829282968651044
111245793,brown,3,NW_019211454.1,spectrin alpha chain-like,23.680058368074054,-0.21528242199466763,0.16307362015894117,-0.1405476019472186,0.39485975841839843,0.18287968894183618,0.2480804286698573,0.5519127060224263,1.146486976780233e-5,0.13793201410794273,0.5952434882725449,0.5428831779105509,1.1973807102866121e-4,0.21475436705796186,0.32393274840645586
111251548,brown,3,NW_019211454.1,uncharacterized protein LOC111251548,694.6438166194866,-0.1025572544611041,0.5535002060981901,-0.22884191382416633,0.13403906774328772,-0.10645670912014216,0.5359626720535526,0.9830307455028999,9.151403530374496e-46,0.10978993575022514,0.6941439937361891,0.886509048931295,2.3495470579065082e-20,0.16341449312977707,0.5026677445805207
111250311,brown,3,NW_019211454.1,paramyosin-like isoform X2,558.1488896495298,-0.1429497069238126,0.38533792456938254,-0.10847783070573007,0.5271082799360987,0.09598973509922237,0.583190207387,0.9535266800115374,1.0163497875554373e-32,0.10001215011892006,0.7287280772690775,0.882067372195814,6.202752165418983e-20,0.21902817620356407,0.30998284390397024
111250311,brown,3,NW_019211454.1,daple-like protein isoform X1,558.1488896495298,-0.1429497069238126,0.38533792456938254,-0.10847783070573007,0.5271082799360987,0.09598973509922237,0.583190207387,0.9535266800115374,1.0163497875554373e-32,0.10001215011892006,0.7287280772690775,0.882067372195814,6.202752165418983e-20,0.21902817620356407,0.30998284390397024
111250319,brown,3,NW_019211454.1,mannose-1-phosphate guanyltransferase alpha-A-like isoform X2,491.80201812760623,-0.043658079717237674,0.821788003553146,-0.24687357148981748,0.10146835428023086,-0.21959535427395205,0.15344601572711425,0.9386207094508388,3.828757084249761e-29,-0.08430240116491318,0.7824932607133188,0.8935926004978998,4.772649289143784e-21,-0.05496043002755656,0.8549917527457562
111250319,brown,3,NW_019211454.1,mannose-1-phosphate guanyltransferase alpha-B-like isoform X1,491.80201812760623,-0.043658079717237674,0.821788003553146,-0.24687357148981748,0.10146835428023086,-0.21959535427395205,0.15344601572711425,0.9386207094508388,3.828757084249761e-29,-0.08430240116491318,0.7824932607133188,0.8935926004978998,4.772649289143784e-21,-0.05496043002755656,0.8549917527457562
111250319,brown,3,NW_019211454.1,mannose-1-phosphate guanyltransferase alpha-B-like isoform X1,491.80201812760623,-0.043658079717237674,0.821788003553146,-0.24687357148981748,0.10146835428023086,-0.21959535427395205,0.15344601572711425,0.9386207094508388,3.828757084249761e-29,-0.08430240116491318,0.7824932607133188,0.8935926004978998,4.772649289143784e-21,-0.05496043002755656,0.8549917527457562
